Model;acc;val_acc;test_acc
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9975338514814985;0.9853868069512864;0.9214495592673074
model : layers: [40, 50, 30] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9981947148099859;0.9972600258042338;0.9028403526305219
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9994842042314246;0.9981733503510651;0.8893241919920096
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9995647973202645;0.9968946959855012;0.8726738491791586
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9995486787024964;0.997351358536553;0.9214495592556318
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.8007414583080742;0.7960544344398766;0.7682664055431975
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: SGD;0.9986137988719535;0.9969860284401844;0.8711067581153407
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: SGD;0.9988878153740092;0.9968033635308181;0.791380999067271
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: SGD;0.9987911036674012;0.9961640366038967;0.955729676799139
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: SGD;0.999032882933921;0.9964380337120855;0.808227228230991
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adam;0.9986137988719535;0.997351358814189;0.7982370225502858
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adam;0.9983720196054336;0.9942460553549622;0.8728697355767305
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adam;0.9987266291963294;0.9984473479927506;0.8924583741780243
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adam;0.9984042568409697;0.9966206991767239;0.9136141038314602
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: RMSprop;0.998984527080617;0.9966206988990879;0.9486777669068766
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: RMSprop;0.9989039339917771;0.9976253559006024;0.8881488736766325
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: RMSprop;0.9992424249649048;0.998721345634436;0.8427032321487188
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: RMSprop;0.9987427478140973;0.9971686933495506;0.9306562193927522
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.999081238787225;0.9979906857193349;0.8803134182407854
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9993230180537447;0.997351358536553;0.9083251714122634
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9994358483781206;0.9972600260818698;0.9028403526071703
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adadelta;0.9995325600847285;0.9983560152604315;0.8519098922741635
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.998984527080617;0.9962553693579913;0.9077375122428991
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9992907808182088;0.9959813714386698;0.8936336924700499
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9987266291963294;0.9961640366256721;0.8881488736766325
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adagrad;0.9987105105785613;0.9959813719939419;0.8256611165874268
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adamax;0.999016764316153;0.994976714693016;0.8150832517373574
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9990651201694569;0.9958900395174833;0.8360430950399244
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9994358483781206;0.997351358258917;0.8963761018725964
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Adamax;0.9997421021157122;0.9972600260818698;0.8632713026561419
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9979529355434661;0.9957073743522564;0.8613124387971801
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9981785961922179;0.9968033638084541;0.8562193927638795
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9972598349794428;0.9950680471694745;0.889715964763802
model : layers: [40, 50, 40] ['relu', 'relu', 'relu'] optimizer: Nadam;0.9976950376591784;0.9921454085978387;0.830754162597376
